id,open_edges
513,2529-2531-2535-2545-2546-2567-2568-2582-2597-2608-2612-2622-2631-2660-2666-2681-2711-2712-2717-2725-2730-2739-2748-2753-2754-2756-2761-2781-2786-2798-2808-2828-2843-2847-2855-2863-2870-2877-2880-2893-2894-2897-2898-2910-2913-2953-2960-2997-2999-3007-3039-3045-3049-3055-3070-3101-3103-3106-3109-3111-3115-3118-3151-3159-3200-3206-3215-3216-3232-3255-3262-3272-3279-3282-3287-3302-3304-3314-3323-3329-3331-3335-3340-3347-3348-3354-3365-3366-3378-3380-3412-3420-3424-3440-3479-3481-3519-3521-3530-3542-3555-3560-3562-3570-3580-3591-3594-3596-3604-3606-3608-3642-3671-3687-3709-3735-3738-3744-3757-3759-3761-3777-3781-3857-3859-3880-3884-3892-3911-3917-3935-3962-3995-4001-4015-4029-4053-4057-4073-4075-4095-4096-4112-4134-4171-4241-4245-4286-4296-4299-4300-4361-4391-4396-4417-4418-4421-4423-4464-4495-4497-4502-4510-4513-4518-4521-4531-4536-4540-4563-4569-4570-4573-4596-4626-4629-4654-4663-4667-4669-4677-4686-4764-4766-4783-4797-4801-4849-4857-4858-4900-4903-4907-4919-4947-4957-4965-4968-4990-5003-5005-5028-5039-5041-5045-5048-5050-5065-5078-5081-5093-5101-5105-5146-5157-5163-5171-5192-5195-5199-5220-5233-5332-5337-5385-5399-5404-5427-5433-5435-5440-5471-5477-5493-5499-5531-5547-5557-5577-5583-5593-5644-5651-5661-5690-5700-5702-5704-5810-5903-5906-5917-5949-5953-6031-6051-6078-6093-6139-6153-6157-6169-6186-6188-6214-6276-6340-6392-6401-6402-6404-6453-6473-6483-6521-6538-6540-6543-6545-6547-6559-6658-6660-6700-6751-6781-6868-6883-6963-6974-6977-6987-7083-7145-7146-7155-7184-7186-7207-7211-7215-7217-7255-7275-7296-7305-7348-7357-7381-7426-7429-7438-7461-7473-7489-7565-7571-7582-7598-7612-7654-7657-7662-7709-7713-7719-7725-7728-7730-7733-7734-7737-7784-7804-7806-7809-7829-7866-7889-7892-7903-7904-7909-7915-7943-7973-7975-7985-7989-8072-8085-8086-8089-8099-8104-8113-8159-8183-8227-8232-8236-8244-8256-8281-8453-8520-8644-8655-8656-8668-8671-8681-8682-8685-8695-8804-8853-8865-8869-9086-9105-9129-9134-9141-9150-9159-9175-9177-9228-9309-9333-9370-9373-9375-9395-9412-9437-9438-9457-9507-9558-9758-10002-10005-10020-10343-10377-10523-10575-10679-10681-10686-10696-10771-10782-10791-10793-10794-10804-10849-10905-10909-10914-10986-10989-10991-10993-11024-11038-11049-11103-11109-11190-11203-11225-11238-11252-11263-11269-11284-11299-11349-11365-11369-11370-11381-11469-11489-11516-11519-11521-11538-11652-11704-11738-11745-11793-11845-11879-11890-11905-11919-11939-11952-11958-11981-12004-12014-12018-12033-12035-12045-12048-12052-12054-12056-12078-12085-12175-12189-12190-12193-12197-12199-12201-12209-12220-12240-12242-12251-12266-12284-12316-12327-12332-12336-12376-12400-12415-12427-12432-12434-12489-12511-12515-12519-12537-12549-12581-12583-12611-12616-12618-12645-12648-12653-12660-12662-12674-12688-12691-12723-12724-12810-12849-12884-12915-12941-12961-12976-13003-13010-13119-13156-13163-13223-13225-13237-13246-13264-13295-13299-13567-13823-13841-13853-14001-14017-14053-14101-14103-14105-14111-14160-14175-14248-14285-14287-14291-14327-14351-14368-14403-14417-14445-14449-14455-14463-14468-14505-14513-14546-14564-14568-14590-14598-14615-14619-14639-14649-14679-14692-14773-14875-14894-14913-14926-14969-15017-15076-15136-15195-15230-15236-15261-15321-15348-15359-15379-15386-15395-15414-15420-15433-15437-15457-15526-15556-15621-15651-15670-15678-15680-15723-15727-15737-15822-15828-15849-15867-15928-15966-16015-16113-16116-16151-16199-16210-16216-16232-16393-16538-16710-16734-16749-16758-16778-16780-16787-16845-17025-17308-17314-17348-17424-17677-17722-17725-17731-17824-17838-17922-18043-18083-18099-18105-18127-18139-18154-18160-18229-18328-18355-18383-18433-18657-18707-18770-18793-18839-18877-18917-18935-18951-19007-19019-19033-19135-19190-19197-19317-19378-19456-19492-19571-19572-19594-19870-19898-19911-19922-19925-20007-20157-20217-20263-20265-20417-20446-20480-20545-20702-20720-20759-20761-20820-20903-20975-21005-21061-21255-21314-21322-21371-21442-21452-21519-21525-21527-21561-21608-21657-21659-21681-21687-21690-21692-21717-21720-21746-21768-21889-22060-22107-22157-22159-22163-22166-22242-22273-22327-22335-22524-22567-22653-22671-22685-22820-23171-23185-23231-23315-23325-23413-23436-23444-23477-23499-23511-23515-23559-23971-24142-24145-24293-24372-24588-24781-24965-25113-25154-25258-25321-25383-25433-25595-25737-25956-26239-26619-26750-26863-26864-27079-27159-27343-27362-27432-27540-27729-27898-28005-28195-28282-28543-28561-29139-29155-29368-29724-29859-29945-30022-30273-30279-30311-30483-30534-30542-30613-30793-30809-31677-32076-32519-32667-33014-33141-33219-33413-33562-33575-33749-33830-34066-34286-34374-34646-34792-34983-35065-35422-35454-35676-36285-36290-36553-36754-36885-37117-37275-37657-37840-37844-38313-38440-38516-38633-38784-38807-38889-38983-39646-39685-39729-39987-40081-40134-40357-40373-40587-40859-41007-41021-41217-41245-41422-41939-43160-43169-43519-44141-45095-45993-46259-46756-46904-47530-47743-47976-48065-48655-48743-48771-48857-48865-48905-48924-49315-49329-49638-51422-51731-51915-51917-51919-51925-52023-52056-53221-53243-53796-53947-54046-54130-54151-54178-54964-55047-55190-55817-56391-56966-57622-57998-58116-58339-58401-58428-58751-59615-59662-59732-59915-60673
514,2537-4922-4925-6167-6181-13247
515,2539-2768-3273-3601-3867-9154-9183-10802
516,2541-2872-3041
517,2542-4064-10656
518,2547-2609
519,2549-2550-2552-2554-3324-3695-8062
520,2553-3098-3192-3226-3536-3953-5018-5611-11804-17079-17254-25442-28034-28075-28166-28180-28302-29130-31534-31569-32605-36888-37083-45861-45863-45864-46085-46161-46162-46165-46166-46179-46181-46187-46189-46237-46239-46265-46267-46269-46283-46330-46333-46496-47328-47993-47994-47997-47999-48001-48002-48004-48007-48009-48010-48101-48102-48479-49287-49975-50519-50819-51301-53845-53846-53848-53851-53853-53855-53856-53860-53863-55067-55069-55071-55073-55075-55205-55207-55209-55211-55213-55215-55217-55219-55221-55223-55225-55227-55229-55231-55367-55394-55397-55398-55401-55403-55413-55415-55417-55419-55421-55572-55581-55583-55683-55686-55689-55714-56186-56599-56964-56970-56987-56988-58197-58766-58769-58770-58772-58780-59131-59360-59465-59467-59469-59471-59496-59749-59750-59753-59755-59757-59758-59760-59762-59765-59767-59768-59771-59773-59775-59777-59778-59781-59802-59804-59807-59808-59821-59865-60142-60145-60149-60151-60152-60155-60156-60196-60199-60200-60203-60205-60252-60254-60256-60259-60260-60267-60300-60303-60310-60326-60328-60330-60341-60343-60356-60359-60648-60650-60652-60655-60657-60659-60695-60751-60841-60843-60845-60846
521,2559-2899
522,2561-2563-18993-19002-19004-19192-24853-24858
523,2566
524,2569
525,2571
526,2573-2604-5030-6071
527,2583-2895
528,2592-2805-3975-6084-7111-8373-11963-15197-18475-23677
529,2594-2596
530,2598-2607-2610
531,2603
532,2613-2933-22495
533,2617-2673-3182-3617-11189-11584-11955-12695-12707-12709-12714-12726-12728-12731-12735-12739-12751-12777-12983-13168-13202-13598-14073-14142-14227-15221-15532-15692-16054-17382-17392-17949-18037-18182-18573-18921-18976-18978-19043-19219-19414-19450-19453-20493-21595-22084-22098-22302-22330-22334-22698-22701-23484-23509-24545-25711-28032-28136-28702-28728-29655-30585-33670-60147-60206
534,2621-17047-17049
535,2623-44554-44557
536,2632-2634
537,2637-2639
538,2641-8377-11325
539,2642-2644-2646-2648-2771-2772-2774-2777-2820-2822-2825-2827-2840-2886-3498-5584-7258-9158-9160-12246
540,2650-2652
541,2657-3497
542,2658-19508-41145
543,2661
544,2675
545,2676-7126-8382
546,2678-3295-14167-37393
547,2685-2783-2784-2787-4387-4389-4393-5623-40423
548,2686-12405-12410-13278-17960-54600-54823-55106
549,2691-2692-2694-12050
550,2696-2956-5022-7384-11236-14030-17686-17748
551,2699-2701-2703-2704-3257-7299-7300
552,2707-2708-3697-3698-20342-20360
553,2710
554,2715-2721-17098-41524
555,2718-2918
556,2719-2919-4665-6239-7257-7793-9023-10778-11272-11806-13623-14841-15269-17042-17994-18454-18473-22601-23637-24033-25151-28992-31069-31577-32125-33100-33733-36003-41429-43953-46628-47563-53136-55233-56367-58333-59205-59621
557,2723-2762
558,2731
559,2738
560,2744-3116-3125-7504
561,2747-7982-9686-11281-11736-13396-13503-14793-14892-23683-30275-33534-39325-57746
562,2750-3651
563,2755
564,2759
565,2760
566,2764-2810-2812-7230-20600-20606
567,2780
568,2789
569,2791-2793-2795-2797-2835-3965-3967-4289-12285-12911-13403-16675-17953-18541-18673
570,2801-2900-3032-3417
571,2802-2889-2891-2902-2904-5180-5444-5452-8378
572,2809
573,2816-2818-2878-7684-8054
574,2833-16347
575,2836-2838-2954-3689-4026-12002
576,2842-2892
577,2844-2911-2947-17346
578,2846
579,2854
580,2856-2862
581,2858-3196-5290
582,2865-3286
583,2874
584,2876-2912
585,2881
586,2884-4512-4728-4812-8406-19357-23856-39246-39255-44339-46383-48133-48134-49101-49246-49709-50648-52148-53438-54962
587,2896
588,2909-4380-12488-19864-19866-19868
589,2914
590,2927-2929-2931
591,2935-4385
592,2937
593,2938-20103-39507-39509
594,2944-3176-3179-3264-4143-10938-12494-23604-32130-33317-41810-42042
595,2949-2964-2991-3107-6378-6810-8989-9357-17183-43947
596,2952-14847
597,2961
598,2962-17329-17331-17333
599,2992
600,2995-3065-3069-8269-16848-48303-48913
601,2998-3102-6957
602,3006-3008-3011-3173-3175-3180
603,3012
604,3014-3080-9484-57432
605,3021-33727-33979
606,3023-3025-3804-3823-4731-7604-8776-10759-15843-17489
607,3030
608,3035
609,3038
610,3044-22603-24450-27814
611,3047-3114-3260-5060-6531
612,3048
613,3053-4762-20246-47308
614,3058-3060-3062-3208-3210-3212-11198-11206-11208-11210-11216-11218-11220-11222-11228-11822-11824-11826-11828-11830-11832-13034-21726
615,3075-3091-3597-3605-3685-5275-16729-16771-23009-25409-27667-42897-59693
616,3081-3082-3085
617,3093
618,3095-3097-4605-8201-20767-20769-26291
619,3099-3227-3237-3238-3241-3242-3244-4091-4093-4097-4169-4172-24847-24891-24893-24897-24899-30599-33120-33125
620,3100
621,3104-5181-5428-6650-6768-6814-6822-7937-11943-13048-13124-14923-16046-16420-16604-17130-18972-19370-21114-21455-21890-23046-23275-23793-24104-24137-25350-28480-28482-30104-31389-31720-32400-33367-33440-33552-34134-36722-36882-44212-46708-48384-53738-58988-59022-59754
622,3105-10700-11975-12025-19123-19582-19961-23633-31787-33391-43604-56338-57012-58991
623,3119-11899
624,3126-4910
625,3157
626,3158
627,3161-3193-3195-3220-3223-3225-3345-3537-9426-10713-39535-44059-47752-56240
628,3181-4255-5326-5363-6108-6179-6448-6705-6824-12513-14329-14341-14342-16843-23321-23543-24719-24757-27280-29197-33319-33750-42207-43065
629,3201-24475-38067
630,3202-5926-30683-30685-30686-33838
631,3207
632,3214
633,3217-16735
634,3231-3259-3374-3384-4295
635,3253-3303-3305
636,3254
637,3263
638,3267-3937-6335-14491
639,3268-3784-10812-11466
640,3270
641,3275-6345
642,3280-3382-3421-3425-3558-17309-17311
643,3283-5913
644,3285
645,3289-6966-13908
646,3290-3292
647,3297
648,3299
649,3311-3328
650,3315-6211
651,3317-3355
652,3318-3321-11098-11106-11201-11202
653,3322-3330
654,3334-3364
655,3337-3338-3454-3510-3515-3612-3701-3706-3720-4394-4470-4476-4486-4692-4786-4813-5052-6342-7550-7680-10816-13112-15050-19207-20798-21126-29689-31510-31834-34199-59966-60292
656,3341-3351-3367-3405-17619
657,3349-3743-3775-3779-4283-4365-24831-38846-51663
658,3353-3357-5107-7227
659,3359-3361-3379-3381-7844-11713-16366
660,3363-3553-3595-3673-3682-3691-3997-4037-4039-4043-4054-4071-4081-4117-4145-4161-4163-4271-4311-4327-4379-4435-4455-4467-4493-4504-6817-6827-7497-7577-8273-10925-10927-11699-13005-14125-14223-14231-14897-14991-15363-15366-15425-15529-15789-15891-16379-16857-16957-17009-17561-18461-18977-20729-20738-20793-20871-20883-21124-21206-21273-21567-21735-21737-22230-23341-23417-23825-23875-24055-24235-26322-26325-26335-30241-30572-30607-30874-32919-33225-34327-34706-36235-36599-37399-37671-37775-37921-38247-38349-40091-40109-40149-42025-42067-45447-47521-49853-52092-52495-53857-55771-55855-55913-58135-59548
661,3377
662,3388-3390-3392-15232-15234-18078
663,3413
664,3419
665,3423
666,3427
667,3429-5776-5960-10559-13046-18285-18797-18931-21929-42149-48605-48709-56915
668,3435
669,3439
670,3441-4969
671,3445-13107-13109-13111-28105-28106-28381-29229
672,3448-3451-3452-3457-4509
673,3467-3469-3619-3620-3623-3627-3628-3630-3632-3634-3639-3674-3741-4554-6882-11850-16042-16044-17966-18451-20244-20337-20350-20352-21168-50579-50604-50629-50630-50664-50820-50823-51062-51070-51072-54140-54143
674,3478-3501-3518
675,3483-3584-4830-5095-6149-6764-7400-7694-7787-8579-11799-12397-12894-13947-14995-15759-16947-17197-17959-21092-21481-24207-24316-24892-27344-27474-27781-27974-27976-27997-27999-28001-29506-33687-37549-45444-59805
676,3495
677,3513-10814-10946-11637
678,3516
679,3527
680,3531-3773
681,3533
682,3535-3561
683,3544-3546-3548-3550
684,3554
685,3556-3686
686,3563-3565-3571
687,3567-3992
688,3569-6601-14059-15387-15399-15401-15435-18313-20107-24735-25695-25699-30251-30257-32019-32023-40725-41831-47039
689,3573-3577-4908-5381-5655-6537-6677-8323-10539-12711-12859-14489-17279-20170-23903-29012-32959-37247
690,3579
691,3581-3607-9459
692,3588-3666-4206-4303-4672-4737-19320
693,3590
694,3593-4004-4006-10050-12034-12044-12074-12080-12118-13324-13441-13576-14014-17298-27790
695,3603
696,3609
697,3611
698,3615-3624-3636-3645-3800-4002-6263-6794-8582-11486-13342-13666-19976-21864-31791-31792-31794-31796-31844-31846-31848-31850-31852-31870-31872-31874-31878-31894-33240-34656-34832-35008-35022-35030-35464-35518-37194-37376-37486-37624-37629-38010-40960-43140-43656-43680-47332-57210-57774-57835-58143-60204-60470
699,3643-15586-19672
700,3649-3693-3703-3713-3715-3728-3731-3747-4173-4177-4501-4880-5491-5505-7929-8499-9351-11099-11107-12335-12395-17177-17759-18403-18888-19329-19437-19451-26509-34891-38795-40769-40974-44291-50687-51471-53339-58021-60201-60823
701,3652-3654-4109-5064
702,3657-4655-5239-5288-7379-10401
703,3659-3661-3663-3665-7527-17233
704,3669-3670
705,3676
706,3704-5492-7632
707,3708-3724-3756-4230-4282-4354-19026-41084
708,3727-7901-7902-8826
709,3732-3960-8394
710,3734
711,3736-4411-5009-5066-34842-41724-46108
712,3745
713,3748
714,3755-5167-5695-5788-5851-5969-6519-7359-7913-8893-10479-11557-11559-11570-11579-12595-14763-14775-15503-15505-15543-15547-19765-20747-21621-23743-25291-26419-26477-27803-31573-31805-33955-34861-43263-50683-51437-54199-56031
715,3760-3762-3764-3767-4280-17926-17928-19808-19810-20297-20475
716,3769-5303-6911-13377-16693-20731-23535-29825-33697-33757-33766-40077-40207-40227-41291-42069-43061-44361-51595-51599-51601-51641-51903-55829-58677-58771-60641
717,3771
718,3776
719,3780-4000
720,3786-4722-7410-14814-14838-34486-34558-36218-40978
721,3789-3793-15431-15507
722,3801-4453-4815-7242-7626-8891-13054-13351-15542-18385-22305-22632-25755-33554-33759-33905-34275-35879-36715-41985
723,3827-6190-6351-8483
724,3840
725,3887-4625-4635-4656-4678-4685-4707-4717-4721-4767-4863-4983-5109-8719-12091-13539-17987-18424-18481-20403-21671-26061-26063-26919-28299-30499-42525-44333-44751-47329-53325
726,3916-3923
727,3954-20950
728,3959-4643-7522-7925
729,3963-4197
730,3969
731,3970
732,3973-3974-3976-4009-5725-7542
733,3979-3991-4709-5283-5455-7360-13275-13979-14118-14228-15535-28123-34531-55973-55979-56030
734,3980-3983-3985-3987-17212-23027-23028
735,3994-4094
736,3999
737,4010-4056-4059-4060-4098-4100-4103-4115-4487-4693
738,4012-4014-14020
739,4021-4022-4024-4030-4032-4034-4046-4084-4110-4258-4850-9116-12719-17128-17920-19350-20534-20586-20594-22316-23086-24036-24052-24530-25240-25478-28096-28234-29546-31624-31708-32714-33040-34112-35092-35366-36326-36724-38101-41554-43803-43948-48488-51756-55942-57202-59772
740,4028-4072-4291
741,4041
742,4048-4050-4113-4287-4500-8117-13100
743,4052-4074
744,4063
745,4067-4068-4703
746,4076-4083-4085-4086-4088-4107-7220-8726-8897-9114-9117-9118-9120-9122-9125-9299-9446-10784-11462-12646-13236-13250-13500-13522-13582-14269-14382-14623-14792-14862-14936-15754-16955-17046-18068-18336-18521-20845-21066-22112-22356-22629-22865-23184-24092-24656-24761-25076-25080-25088-26598-28423-31067-34696-35290-36678-38035-41694-43098-48118-49298-49977-50250-51666-55434-56683-56812-57935-58922-60198
747,4078-4344-4371-4390-4413-4440-4664-4787-4791-4810-4816-4840
748,4105
749,4118-4121-6906-19355
750,4123-28669-33939
751,4126-4128-4131-4133
752,4135
753,4137-4139
754,4142
755,4147-4148-14043-16752-19302-19606-24724-24727
756,4151-4152-4154-4796-4936-5197-6299-6613-6654-7554-7686-7861-8497-9383-10754-10797-10799-10845-11283-11289-11634-11971-12145-12151-12973-13261-13418-13804-13991-14054-15362-15424-15481-15875-16158-17871-19186-19254-19272-22950-23090-23597-24946-26373-28288-32461-36710-38465-38686-44159-53850-57170
757,4157-18945-22189-24527
758,4165-4170-4208
759,4166-8032-8907-8912-8915-9045-9488-9542-9566-13078-13514-13534-13542-19913-24675-36865-48608-56094
760,4179-4180-4430-4666-10788-20464-20467-20468-20470-20479-20533
761,4183
762,4187-4189-4191-4193-20827
763,4195-4288-9185-11508-12168-15092-18676-18944-19327-19577-19994-20310-24034-27504-31511-31706-36466-41956-43231-47507
764,4199
765,4205
766,4211-22124-22165-22325
767,4213
768,4215-4216-29972
769,4218-8220
770,4220-4224-4312
771,4226
772,4229-4232-4235-4383-7831-7883-7895-9466-14377-14389-14391-30195-46729-52235-52237-52239-52241-52243-52401-57425-57427-57429-57567-57569-57695-57697-57891-57893-59633-59731-59733-60721
773,4237-4285
774,4240-4243
775,4244
776,4248-4250-18654-22991-25424-48633
777,4252-4254-4266-4268-4272-4358
778,4261
779,4262
780,4264-4733-5051-12191-14893-23908
781,4273-4313-4438-4726-5616-8404-8885-11614-13449-14646-15068-15509-15546-18275-25141-25754-26283-26794
782,4275-4277-4278
783,4293-4318
784,4297
785,4298-11706
786,4301
787,4309-4314-4316-4330-4457-5889-13032-13662-15072-19403-26446-31300-38648
788,4328
789,4333-4645-4647-8385-16797-21533-23931-35489-37577-37579
790,4339-5902
791,4342-4729-5124-11301-13339-13344-13578-20132-25694-30601-31231-31243-31417-32184-34578-34806-34843-37500-37701-37883-40242-40520-41175-41391-42455-43063-45611-46160-48542-48735-48845-49159-50443-55034-55276-55616-55768-55828-55864-55930-56631-57988-58423
792,4348
793,4350-4352
794,4360
795,4366-22156-22158
796,4368
797,4395-30287
798,4397
799,4398-4401-4403-4405-4406-4408-4415-4465
800,4416
801,4419
802,4420-5267-5760-6009-6024-6039-6360-10533-10863-13586-16149
803,4422
804,4425-4426
805,4439-4442-4444-4447-4449-4450-4458-4727-5418-5751-6072-6527-6652-7228-8133-8320-12608-14050-14258-16554-19364-19853-22071-23475-25937-28137-29958-30146-30463-30628-30640-31529-31571-35327-37302-44553-50825-59161-59402-60202
806,4452-4956-6280-12490-17944-20566-23606-31180
807,4463-31357
808,4473
809,4474
810,4480-4484-4496-4520
811,4482
812,4494
813,4503
814,4506-7064-11572-11593-11612-17831-25432-37142-43768
815,4511
816,4527-4572-4628-6900
817,4528
818,4530
819,4533
820,4534-5295-6242-6667-6683-7096-7198-9006-9180-9447-12295-13950-14843-14967-14987-15331-15788-16067-16144-16315-16590-16646-16839-17185-17426-17493-18243-18287-18449-18488-18535-18679-19005-19066-19069-19315-19612-19693-19695-19846-20055-20649-20697-20825-20935-21081-21309-21663-22033-22125-22190-22431-22456-22529-22668-22703-22704-22721-23014-23056-23066-23501-23734-23785-23787-23890-23897-24058-24147-24246-24590-24988-25016-25018-25020-25022-25024-25026-25028-25034-25036-25038-25040-25042-25100-25162-25468-25487-25519-25605-25655-26117-26365-26484-26572-26646-26820-26948-27100-27266-27487-27596-27640-27654-27746-27832-27875-28087-28421-28604-28866-29254-29599-29610-29749-29868-29916-29924-30058-30101-30465-30576-30623-31359-31391-31464-31757-31823-32013-32051-32094-32179-32185-32200-32204-32636-32732-32809-32829-32842-32951-32965-32992-33024-33387-33558-33677-33834-34117-34380-34550-34713-35217-35295-35492-35540-35716-35848-35909-35951-35999-36263-36438-36642-36805-36897-36948-36951-36958-37094-37511-37523-37572-38183-38249-38274-38383-38470-38503-38529-38606-38754-39113-39223-39287-39673-39782-39884-40019-40045-40067-40085-40129-40420-40598-40705-40826-41311-41379-41465-41536-41586-41601-41747-41881-42150-42247-42254-42374-42764-42918-43227-43381-43382-44087-44253-44280-44485-44567-44581-44590-44783-44899-45078-45339-45487-45503-45860-45965-46449-46487-46558-46745-46881-46908-46943-47319-47519-47608-47962-49692-50197-50226-50754-50757-51385-52456-52928-53093-54181-54345-54358-54731-55438-56058-56061-56100-56174-56297-56765-57150-57222-57667-58483-58485-58487-59502-59579-59848-60397-60629-60826
821,4537
822,4538
823,4541
824,4550-4552-37436
825,4558-4560
826,4562
827,4564
828,4575-4576-4578-4581-4582-4584-6271
829,4587-4589-4591-4599-4601-4603
830,4597
831,4616
832,4618
833,4620
834,4622-13444-18003-23750-32357-39331-50206
835,4627
836,4631-7700
837,4632
838,4637-7436
839,4639-4641-4699-4819-4821-4823-4829-4985-7683-8073-13550-16299-16451
840,4659-4661-4705-7693
841,4662-4945-4950-4952-4972-41690
842,4671
843,4687-7349
844,4688-4690
845,4711
846,4712-8172
847,4714-7476-7478-19293
848,4725
849,4730-4735-5033-5348-5393-5910-6152-6193-6307-6349
